"WBIC","species","surveyYear","county","meanEF_CPEkm","totalFishCaught","totalDistShockedKm","totalHoursSampled","std","N"
533300,"YELLOW PERCH",2015,"MARINETTE",3.41755005157394,22,2.485484,1.967,NA,1
533600,"BLUEGILL",2010,"MARINETTE",24.3018877303739,79,1.25516942,1.267,NA,1
540600,"BLACK CRAPPIE",2010,"MARINETTE",10.0973069705594,130,4.970968,4.267,NA,1
540600,"BLUEGILL",2010,"MARINETTE",36.6609914623386,472,4.970968,4.267,NA,1
540600,"YELLOW PERCH",2010,"MARINETTE",2.2555830340388,29,4.970968,4.267,NA,1
545400,"BLACK CRAPPIE",2012,"MARINETTE",1.16818074490164,15,4.970968,4.1,NA,1
545400,"BLUEGILL",2012,"MARINETTE",17.6345582661215,227,4.970968,4.1,NA,1
545400,"YELLOW PERCH",2012,"MARINETTE",5.67313308561274,73,4.970968,4.1,NA,1
548700,"BLUEGILL",2014,"FOREST",13.2787353822064,28,0.81399601,0.533,NA,1
548700,"YELLOW PERCH",2014,"FOREST",0.950700287074204,2,0.81399601,0.533,NA,1
586800,"YELLOW PERCH",2000,"VILAS",29.7388991760597,67,0.8699194,0.5,NA,1
587800,"BLUEGILL",2012,"MARINETTE",21.7480457827432,70,1.242742,0.883,NA,1
588000,"YELLOW PERCH",2011,"FLORENCE",36.3751600034797,72,0.76428633,0.517,NA,1
589400,"BLUEGILL",2011,"FLORENCE",9.3205910497471,24,0.9941936,0.75,NA,1
589400,"YELLOW PERCH",2011,"FLORENCE",10.8740228913716,28,0.9941936,0.75,NA,1
591600,"BLUEGILL",2011,"FLORENCE",24.8549094659923,116,1.8019759,1.7,NA,1
608400,"BLACK CRAPPIE",2012,"FOREST",0.267190276759417,1,1.43536701,0.883,NA,1
608400,"BLUEGILL",2012,"FOREST",3.231138230579,12,1.43536701,0.883,NA,1
608400,"YELLOW PERCH",2012,"FOREST",8.07163184908099,30,1.43536701,0.883,NA,1
609200,"BLACK CRAPPIE",2014,"MARINETTE",0.565449190351324,2,1.3670162,1,NA,1
609200,"BLUEGILL",2011,"MARINETTE",0.745647283979768,3,1.5534275,1.583,NA,1
609200,"BLUEGILL",2012,"MARINETTE",1.37944747536257,4,1.1184678,0.917,NA,1
609200,"BLUEGILL",2013,"MARINETTE",1.41051611219506,5,1.3670162,1.1,NA,1
609200,"BLUEGILL",2014,"MARINETTE",1.41051611219506,5,1.3670162,1,NA,1
609200,"YELLOW PERCH",2011,"MARINETTE",4.72243279853853,19,1.5534275,1.583,NA,1
609200,"YELLOW PERCH",2012,"MARINETTE",1.37944747536257,4,1.1184678,0.917,NA,1
609200,"YELLOW PERCH",2013,"MARINETTE",0.845066921843737,3,1.3670162,1.1,NA,1
609200,"YELLOW PERCH",2014,"MARINETTE",0.285831458858911,1,1.3670162,1,NA,1
609400,"BLACK CRAPPIE",2011,"MARINETTE",0.702151192414282,9,4.970968,4.633,NA,1
609400,"BLUEGILL",2011,"MARINETTE",4.815638709036,62,4.970968,4.633,NA,1
609400,"YELLOW PERCH",2011,"MARINETTE",0.857494376576733,11,4.970968,4.633,NA,1
610700,"BLACK CRAPPIE",2012,"MARINETTE",0.155343184162452,1,2.485484,2.267,NA,1
610700,"BLUEGILL",2012,"MARINETTE",1.08740228913716,7,2.485484,2.267,NA,1
610700,"YELLOW PERCH",2012,"MARINETTE",0.621372736649807,4,2.485484,2.267,NA,1
617000,"BLACK CRAPPIE",2016,"MARINETTE",0.267190276759417,1,1.44779443,1.217,NA,1
617000,"BLUEGILL",2016,"MARINETTE",18.1378701828079,68,1.44779443,1.217,NA,1
617000,"YELLOW PERCH",2016,"MARINETTE",1.6031416605565,6,1.44779443,1.217,NA,1
617900,"BLUEGILL",2009,"MARINETTE",23.9414915431171,136,2.19343963,2.067,NA,1
617900,"YELLOW PERCH",2009,"MARINETTE",1.23031801856662,7,2.19343963,2.067,NA,1
634300,"BLACK CRAPPIE",2010,"MARINETTE",0.310686368324903,2,2.485484,2.167,NA,1
634300,"BLACK CRAPPIE",2014,"MARINETTE",0.466029552487355,3,2.485484,2.3,NA,1
634300,"BLUEGILL",2010,"MARINETTE",5.28166826152336,34,2.485484,2.167,NA,1
634300,"BLUEGILL",2014,"MARINETTE",1.70877502578697,11,2.485484,2.3,NA,1
634300,"YELLOW PERCH",2010,"MARINETTE",0.466029552487355,3,2.485484,2.167,NA,1
634300,"YELLOW PERCH",2014,"MARINETTE",1.24274547329961,8,2.485484,2.3,NA,1
634500,"BLUEGILL",2012,"MARINETTE",1.96975157517989,13,2.5476211,2.3,NA,1
634500,"YELLOW PERCH",2012,"MARINETTE",0.149129456795954,1,2.5476211,2.3,NA,1
643800,"BLACK CRAPPIE",2008,"MARINETTE",5.87197236134067,12,0.78914117,0.85,NA,1
643800,"BLUEGILL",2008,"MARINETTE",54.3079771831931,111,0.78914117,0.85,NA,1
646900,"BLACK CRAPPIE",2015,"MARINETTE",0.51573937141934,4,2.9825808,2.05,NA,1
646900,"BLUEGILL",2015,"MARINETTE",3.10686368324903,24,2.9825808,2.05,NA,1
646900,"YELLOW PERCH",2015,"MARINETTE",0.51573937141934,4,2.9825808,2.05,NA,1
647300,"YELLOW PERCH",2016,"MARINETTE",13.6453452968298,22,0.622613742,2.083,NA,1
647500,"BLUEGILL",2009,"MARINETTE",2.79617731492413,9,1.242742,1.317,NA,1
647500,"YELLOW PERCH",2009,"MARINETTE",12.738141101321,41,1.242742,1.317,NA,1
650500,"BLUEGILL",2002,"FLORENCE",0.285831458858911,4,5.4059277,2.917,NA,1
651600,"BLACK CRAPPIE",2012,"FLORENCE",0.136702002062957,4,11.40837156,6.283,NA,1
651600,"BLUEGILL",2002,"FLORENCE",6.27586464016305,101,6.21371,4.15,NA,1
651600,"YELLOW PERCH",2002,"FLORENCE",3.16900095691401,51,6.21371,4.15,NA,1
651600,"YELLOW PERCH",2012,"FLORENCE",0.136702002062957,4,11.40837156,6.283,NA,1
672000,"BLACK CRAPPIE",2015,"FLORENCE",1.57207302372401,34,8.35743995,5.133,NA,1
672000,"YELLOW PERCH",2015,"FLORENCE",2.9080244075211,63,8.35743995,5.133,NA,1
672300,"BLACK CRAPPIE",2012,"FLORENCE",0.671082555581791,25,14.37231123,7.6,NA,1
672900,"BLACK CRAPPIE",2000,"FLORENCE",0.590304099817316,14,9.1962908,5.733,NA,1
672900,"BLACK CRAPPIE",2012,"FLORENCE",0.956914014440702,29,11.73769819,6.733,NA,1
672900,"BLUEGILL",2000,"FLORENCE",21.9158164216387,522,9.1962908,5.733,NA,1
672900,"YELLOW PERCH",2000,"FLORENCE",9.3205910497471,222,9.1962908,5.733,NA,1
692400,"BLUEGILL",2014,"FOREST",5.08282898579542,162,12.3031458,10.3,NA,1
692400,"YELLOW PERCH",2014,"FOREST",4.39310524811413,140,12.3031458,10.3,NA,1
692900,"YELLOW PERCH",2002,"FOREST",2.2493693066723,55,9.4448392,6.4,2.82958707969812,2
701900,"BLACK CRAPPIE",2010,"FLORENCE",0.155343184162452,2,4.970968,4.383,NA,1
701900,"BLUEGILL",2010,"FLORENCE",51.2632507736091,660,4.970968,4.383,NA,1
701900,"YELLOW PERCH",2010,"FLORENCE",2.17480457827432,28,4.970968,4.383,NA,1
702600,"BLACK CRAPPIE",2011,"FLORENCE",0.38525109672288,19,19.19415019,13.65,NA,1
703900,"BLACK CRAPPIE",2010,"FLORENCE",0.0807784557644749,1,4.970968,4.65,NA,1
703900,"BLUEGILL",2010,"FLORENCE",21.5181378701828,277,4.970968,4.65,NA,1
703900,"YELLOW PERCH",2010,"FLORENCE",3.34298532317596,43,4.970968,4.65,NA,1
704200,"BLACK CRAPPIE",2011,"FLORENCE",0.640013918749301,2,1.21167345,1.083,NA,1
704200,"BLUEGILL",2011,"FLORENCE",30.9070799209614,97,1.21167345,1.083,NA,1
704200,"YELLOW PERCH",2011,"FLORENCE",5.73527035927772,18,1.21167345,1.083,NA,1
716800,"BLACK CRAPPIE",2015,"VILAS",1.16818074490164,24,7.91626654,5.483,NA,1
716800,"BLUEGILL",2015,"VILAS",16.0003479687325,328,7.91626654,5.483,NA,1
716800,"YELLOW PERCH",2015,"VILAS",0.242335367293425,5,7.91626654,5.483,NA,1
971600,"BLUEGILL",2008,"ONEIDA",0.16155691152895,1,2.37363722,2.167,NA,1
971600,"YELLOW PERCH",2008,"ONEIDA",9.43243814234407,58,2.37363722,2.167,NA,1
973100,"BLACK CRAPPIE",2016,"LANGLADE",0.422533460921869,1,0.91341537,0.833,NA,1
973100,"BLUEGILL",2009,"LANGLADE",74.3969577590814,176,0.91341537,0.783,NA,1
973100,"BLUEGILL",2016,"LANGLADE",156.399517814756,370,0.91341537,0.833,NA,1
973100,"YELLOW PERCH",2009,"LANGLADE",2.95773422645308,7,0.91341537,0.783,NA,1
974200,"BLACK CRAPPIE",2008,"ONEIDA",1.45401220376055,5,1.32973394,1.267,NA,1
974200,"BLUEGILL",2008,"ONEIDA",1.45401220376055,5,1.32973394,1.267,NA,1
974200,"YELLOW PERCH",2008,"ONEIDA",11.6134564479849,40,1.32973394,1.267,NA,1
975000,"BLUEGILL",2008,"ONEIDA",143.12078243255,691,1.864113,1.817,NA,1
975000,"YELLOW PERCH",2008,"ONEIDA",1.65906520685498,8,1.864113,1.817,NA,1
979100,"BLACK CRAPPIE",2012,"LINCOLN",3.26220686741149,17,2.01324204,NA,NA,1
979100,"BLUEGILL",2012,"LINCOLN",27.9990555134403,146,2.01324204,NA,NA,1
979100,"YELLOW PERCH",2004,"LINCOLN",19.0326469235836,49,0.9941936,0.767,NA,1
979100,"YELLOW PERCH",2012,"LINCOLN",8.0529906669815,42,2.01324204,NA,NA,1
981200,"BLUEGILL",2015,"ONEIDA",8.64950849416531,44,1.96353236,1.417,NA,1
981200,"YELLOW PERCH",2015,"ONEIDA",1.18060819963463,6,1.96353236,1.417,NA,1
985300,"BLACK CRAPPIE",2011,"ONEIDA",1.32352392906409,9,2.62218562,2.333,NA,1
985300,"BLUEGILL",2011,"ONEIDA",46.5283905203375,316,2.62218562,2.333,NA,1
985300,"YELLOW PERCH",2011,"ONEIDA",3.23735195794549,22,2.62218562,2.333,NA,1
986800,"BLACK CRAPPIE",2011,"LINCOLN",0.733219829246772,1,0.52816535,0.6,NA,1
986800,"BLUEGILL",2011,"LINCOLN",73.83150856873,101,0.52816535,0.6,NA,1
986800,"YELLOW PERCH",2011,"LINCOLN",27.7815750556129,38,0.52816535,0.6,NA,1
990000,"BLUEGILL",2002,"LINCOLN",130.190015782868,132,0.39146373,0.45,NA,1
990000,"BLUEGILL",2011,"LINCOLN",16.7273540706128,14,0.32311292,NA,NA,1
990000,"YELLOW PERCH",2011,"LINCOLN",8.3636770353064,7,0.32311292,NA,NA,1
990100,"BLUEGILL",2011,"LINCOLN",72.3402140007705,156,0.83263714,1.033,NA,1
990100,"YELLOW PERCH",2011,"LINCOLN",160.444654330347,346,0.83263714,1.033,NA,1
993800,"BLACK CRAPPIE",2005,"LANGLADE",19.6788745696994,38,0.7456452,0.55,NA,1
993800,"BLUEGILL",2005,"LANGLADE",9.83633042116644,19,0.7456452,0.55,NA,1
993800,"YELLOW PERCH",2005,"LANGLADE",35.7289323573639,69,0.7456452,0.55,NA,1
994700,"BLUEGILL",2013,"LINCOLN",38.5561783091205,139,1.39187104,1.217,NA,1
994700,"YELLOW PERCH",2013,"LINCOLN",40.5010749748344,146,1.39187104,1.217,NA,1
996400,"BLUEGILL",2015,"LANGLADE",38.4691861259895,26,0.26097582,0.367,NA,1
997300,"BLUEGILL",2011,"LANGLADE",76.8265251593821,204,1.02526215,0.867,NA,1
997300,"YELLOW PERCH",2011,"LANGLADE",1.88275939204891,5,1.02526215,0.867,NA,1
1000400,"BLACK CRAPPIE",2002,"VILAS",0.285831458858911,1,1.3670162,1.217,NA,1
1000400,"BLUEGILL",2002,"VILAS",2.54141449289771,9,1.3670162,1.217,NA,1
1000400,"YELLOW PERCH",2002,"VILAS",2.82724595175662,10,1.3670162,1.217,NA,1
1000900,"BLACK CRAPPIE",2014,"LANGLADE",0.16155691152895,1,2.39849206,1.833,NA,1
1000900,"BLUEGILL",2014,"LANGLADE",4.1880522450197,26,2.39849206,1.833,NA,1
1000900,"YELLOW PERCH",2014,"LANGLADE",1.2862415648651,8,2.39849206,1.833,NA,1
1001300,"BLACK CRAPPIE",2014,"ONEIDA",0.229907912560429,1,1.66527428,1.517,NA,1
1001300,"BLUEGILL",2014,"ONEIDA",10.2029403357898,44,1.66527428,1.517,NA,1
1001300,"YELLOW PERCH",2014,"ONEIDA",3.93950315035977,17,1.66527428,1.517,NA,1
1002400,"BLACK CRAPPIE",2004,"LANGLADE",0.876135558676227,4,1.75847993,1.433,NA,1
1002400,"BLUEGILL",2004,"LANGLADE",33.1564492276337,151,1.75847993,1.433,NA,1
1002400,"YELLOW PERCH",2004,"LANGLADE",1.31731020169759,6,1.75847993,1.433,NA,1
1004600,"BLUEGILL",2014,"ONEIDA",2.52898703816471,21,3.20627436,2.8,NA,1
1004600,"YELLOW PERCH",2014,"ONEIDA",2.05053003094436,17,3.20627436,2.8,NA,1
1005600,"BLACK CRAPPIE",2011,"LANGLADE",10.3893521567848,51,1.89518155,1.733,NA,1
1005600,"BLUEGILL",2011,"LANGLADE",30.7641641915319,151,1.89518155,1.733,NA,1
1005600,"YELLOW PERCH",2011,"LANGLADE",8.3512495805734,41,1.89518155,1.733,NA,1
1008900,"BLACK CRAPPIE",2004,"LINCOLN",18.0633054544099,50,1.06875812,0.85,NA,1
1012100,"BLACK CRAPPIE",2001,"LINCOLN",1.72741620788646,41,6.7108068,5.066,1.79265765297645,2
1012100,"BLUEGILL",2001,"LINCOLN",16.6869648427306,301,6.7108068,5.066,1.78826388421915,2
1012100,"YELLOW PERCH",2001,"LINCOLN",0.8046776939615,13,6.7108068,5.066,0.162569444019923,2
1015200,"BLACK CRAPPIE",2015,"LANGLADE",0.173984366261946,2,4.39930668,4.317,NA,1
1015200,"BLUEGILL",2008,"LANGLADE",5.17603489629289,19,1.41672588,1.233,NA,1
1015200,"BLUEGILL",2013,"LANGLADE",8.89805758882523,67,2.90801628,3.417,NA,1
1015200,"BLUEGILL",2015,"LANGLADE",34.1382181515404,389,4.39930668,4.317,NA,1
1015200,"YELLOW PERCH",2013,"LANGLADE",1.59071420582351,12,2.90801628,3.417,NA,1
1015200,"YELLOW PERCH",2015,"LANGLADE",2.46063603713323,28,4.39930668,4.317,NA,1
1017100,"BLUEGILL",2013,"LANGLADE",0.851280649210235,1,0.45360083,0.567,NA,1
1017100,"YELLOW PERCH",2013,"LANGLADE",123.423266680751,145,0.45360083,0.567,NA,1
1018300,"BLUEGILL",2015,"VILAS",0.950700287074204,20,8.10267784,5.75,NA,1
1018300,"YELLOW PERCH",2015,"VILAS",0.19262554836144,4,8.10267784,5.75,NA,1
1176500,"BLACK CRAPPIE",2011,"ONEIDA",0.466029552487355,1,0.83263714,0.783,NA,1
1176500,"BLUEGILL",2011,"ONEIDA",77.9014999937863,168,0.83263714,0.783,NA,1
1176500,"YELLOW PERCH",2011,"ONEIDA",7.41919047559869,16,0.83263714,0.783,NA,1
1178000,"BLACK CRAPPIE",2009,"ONEIDA",3.11929113798203,11,1.36080249,1.417,NA,1
1178000,"BLUEGILL",2009,"ONEIDA",133.073185280923,469,1.36080249,1.417,NA,1
1178000,"YELLOW PERCH",2009,"ONEIDA",2.26801048877179,8,1.36080249,1.417,NA,1
1369900,"BLACK CRAPPIE",2015,"WOOD",11.389762262791,55,1.864113,1.35,NA,1
1369900,"BLUEGILL",2015,"WOOD",53.4380553518834,258,1.864113,1.35,NA,1
1369900,"YELLOW PERCH",2015,"WOOD",1.65906520685498,8,1.864113,1.35,NA,1
1389800,"BLACK CRAPPIE",2001,"WOOD",0.93205910497471,12,4.970968,3.75,NA,1
1389800,"BLACK CRAPPIE",2016,"WOOD",0.105633365230467,1,3.728226,3.05,NA,1
1389800,"BLUEGILL",2001,"WOOD",7.0712217430748,91,4.970968,3.75,NA,1
1389800,"BLUEGILL",2009,"WOOD",9.94196378639691,32,1.242742,0.75,NA,1
1389800,"BLUEGILL",2016,"WOOD",22.369418519393,216,3.728226,3.05,NA,1
1389800,"YELLOW PERCH",2001,"WOOD",0.93205910497471,12,4.970968,3.75,NA,1
1389800,"YELLOW PERCH",2009,"WOOD",1.86411820994942,6,1.242742,0.75,NA,1
1389800,"YELLOW PERCH",2016,"WOOD",2.48549094659923,24,3.728226,3.05,NA,1
1391200,"BLACK CRAPPIE",2010,"WOOD",23.6121639926927,76,1.242742,0.917,NA,1
1391200,"BLUEGILL",2010,"WOOD",49.0884461953347,158,1.242742,0.917,NA,1
1391200,"YELLOW PERCH",2010,"WOOD",9.94196378639691,32,1.242742,0.917,NA,1
1396900,"BLUEGILL",2009,"PORTAGE",11.7439447226813,40,1.314821036,0.767,NA,1
1405200,"BLACK CRAPPIE",2000,"MARATHON",13.9808865746207,45,1.242742,0.667,NA,1
1405200,"BLUEGILL",2000,"MARATHON",67.1082555581791,216,1.242742,0.667,NA,1
1405200,"BLUEGILL",2002,"MARATHON",24.5442230976674,79,1.242742,0.7,NA,1
1405200,"YELLOW PERCH",2000,"MARATHON",40.0785415139125,129,1.242742,0.667,NA,1
1406300,"BLACK CRAPPIE",2002,"MARATHON",0.776715920812258,3,1.4912904,1,NA,1
1406300,"BLUEGILL",2002,"MARATHON",13.4651472032013,52,1.4912904,1,NA,1
1406300,"YELLOW PERCH",2002,"MARATHON",0.776715920812258,3,1.4912904,1,NA,1
1409400,"BLACK CRAPPIE",2002,"PORTAGE",0.248549094659923,2,3.106855,1.683,NA,1
1409400,"BLUEGILL",2002,"PORTAGE",0.248549094659923,2,3.106855,1.683,NA,1
1427400,"BLACK CRAPPIE",2009,"MARATHON",2.51655958343172,17,2.6097582,0.867,NA,1
1437500,"BLACK CRAPPIE",2016,"MARATHON",2.79617731492413,36,4.970968,3.75,NA,1
1437500,"BLUEGILL",2016,"MARATHON",6.05838418233562,78,4.970968,3.75,NA,1
1437500,"YELLOW PERCH",2016,"MARATHON",6.36907055066052,82,4.970968,3.75,NA,1
1437800,"BLACK CRAPPIE",2000,"MARATHON",2.34878894453627,17,2.7961695,1.4,NA,1
1437800,"BLUEGILL",2000,"MARATHON",5.38730162675382,39,2.7961695,1.4,NA,1
1437800,"BLUEGILL",2002,"MARATHON",8.38853194477239,54,2.485484,1.383,NA,1
1437800,"YELLOW PERCH",2000,"MARATHON",2.62219294866218,19,2.7961695,1.4,NA,1
1437800,"YELLOW PERCH",2002,"MARATHON",1.08740228913716,7,2.485484,1.383,NA,1
1441100,"BLACK CRAPPIE",2008,"LANGLADE",10.3582835199523,24,0.89477424,0.883,NA,1
1441100,"BLUEGILL",2008,"LANGLADE",116.507388121839,270,0.89477424,0.883,NA,1
1441100,"YELLOW PERCH",2008,"LANGLADE",4.74728770800452,11,0.89477424,0.883,NA,1
1445100,"BLACK CRAPPIE",2007,"LANGLADE",1.621782842656,6,1.4291533,1.2,NA,1
1445100,"BLUEGILL",2007,"LANGLADE",69.9727838741347,259,1.4291533,1.2,NA,1
1445100,"YELLOW PERCH",2007,"LANGLADE",12.1602644562367,45,1.4291533,1.2,NA,1
1445200,"BLACK CRAPPIE",2010,"LANGLADE",50.9525644052842,41,0.3106855,0.317,NA,1
1445200,"YELLOW PERCH",2010,"LANGLADE",134.216511116358,108,0.3106855,0.317,NA,1
1445400,"BLACK CRAPPIE",2002,"LANGLADE",1.34837883853008,13,3.728226,3.933,NA,1
1445400,"BLUEGILL",2002,"LANGLADE",91.8575316589409,887,3.728226,3.933,NA,1
1445400,"YELLOW PERCH",2002,"LANGLADE",1.86411820994942,18,3.728226,3.933,NA,1
1445600,"BLACK CRAPPIE",2002,"LANGLADE",3.03851268221755,64,8.1399601,6.933,NA,1
1445600,"BLUEGILL",2002,"LANGLADE",4.21912088185219,89,8.1399601,6.933,NA,1
1445600,"YELLOW PERCH",2002,"LANGLADE",5.69177426771223,120,8.1399601,6.933,NA,1
1447200,"BLACK CRAPPIE",2005,"LANGLADE",5.7974076329427,28,1.864113,2.083,NA,1
1447200,"BLUEGILL",2005,"LANGLADE",11.6010289932519,56,1.864113,2.083,NA,1
1447200,"YELLOW PERCH",2005,"LANGLADE",1.44779847639405,7,1.864113,2.083,NA,1
1467100,"BLACK CRAPPIE",2001,"TAYLOR",16.155691152895,13,0.3106855,0.3,NA,1
1467100,"BLUEGILL",2001,"TAYLOR",232.393403507028,187,0.3106855,0.3,NA,1
1467100,"YELLOW PERCH",2001,"TAYLOR",27.3404004125915,22,0.3106855,0.3,NA,1
1467800,"BLACK CRAPPIE",2011,"TAYLOR",1.34216511116358,3,0.86370569,0.75,NA,1
1467800,"BLUEGILL",2011,"TAYLOR",18.3304957311693,41,0.86370569,0.75,NA,1
1467800,"YELLOW PERCH",2011,"TAYLOR",9.38894205077858,21,0.86370569,0.75,NA,1
1469100,"BLACK CRAPPIE",2008,"TAYLOR",2.54141449289771,13,1.976581151,1.6,NA,1
1469100,"BLACK CRAPPIE",2015,"TAYLOR",18.2248623659388,88,1.864113,1.4,NA,1
1469100,"BLUEGILL",2008,"TAYLOR",1.56585929635751,8,1.976581151,1.6,NA,1
1469100,"YELLOW PERCH",2008,"TAYLOR",5.85954490660768,30,1.976581151,1.6,NA,1
1481600,"BLACK CRAPPIE",2013,"LINCOLN",2.18101830564082,8,1.41672588,1.65,NA,1
1481600,"BLUEGILL",2013,"LINCOLN",74.4031714864479,273,1.41672588,1.65,NA,1
1481600,"YELLOW PERCH",2013,"LINCOLN",10.6316875240782,39,1.41672588,1.65,NA,1
1487800,"BLACK CRAPPIE",2009,"LINCOLN",5.60478208458126,12,0.82642343,0.85,NA,1
1487800,"BLUEGILL",2009,"LINCOLN",101.383175711782,217,0.82642343,0.85,NA,1
1487800,"YELLOW PERCH",2009,"LINCOLN",1.40430238482856,3,0.82642343,0.85,NA,1
1488400,"BLACK CRAPPIE",2013,"LINCOLN",0.969341469173699,2,0.79535488,0.9,NA,1
1488400,"BLUEGILL",2013,"LINCOLN",194.178980203065,400,0.79535488,0.9,NA,1
1488400,"YELLOW PERCH",2013,"LINCOLN",1.9448966657139,4,0.79535488,0.9,NA,1
1491000,"BLACK CRAPPIE",2010,"LANGLADE",0.565449190351324,1,0.6835081,NA,NA,1
1491000,"BLUEGILL",2010,"LANGLADE",2.2617967614053,4,0.6835081,NA,NA,1
1491000,"YELLOW PERCH",2010,"LANGLADE",9.60642250860601,17,0.6835081,NA,NA,1
1494600,"BLACK CRAPPIE",2011,"LINCOLN",0.105633365230467,1,3.728226,3.5,NA,1
1494600,"BLUEGILL",2011,"LINCOLN",1.65906520685498,16,3.728226,3.5,NA,1
1506800,"BLACK CRAPPIE",2005,"LINCOLN",2.63462040339518,25,3.6660889,2.683,NA,1
1513000,"BLACK CRAPPIE",2009,"PRICE",21.6424124175128,70,1.24895571,1.083,NA,1
1513000,"BLACK CRAPPIE",2016,"PRICE",6.48091764325748,22,1.31109281,0.9,NA,1
1513000,"BLUEGILL",2009,"PRICE",50.0826425739744,162,1.24895571,1.083,NA,1
1513000,"BLUEGILL",2016,"PRICE",23.8544993599861,81,1.31109281,0.9,NA,1
1513000,"YELLOW PERCH",2009,"PRICE",2.16237712354133,7,1.24895571,1.083,NA,1
1513000,"YELLOW PERCH",2016,"PRICE",2.35500267190277,8,1.31109281,0.9,NA,1
1513800,"BLACK CRAPPIE",2009,"PRICE",44.6021350367231,149,1.289966196,1.033,NA,1
1513800,"BLUEGILL",2009,"PRICE",56.5759876719649,189,1.289966196,1.033,NA,1
1513800,"YELLOW PERCH",2009,"PRICE",0.90099046814222,3,1.289966196,1.033,NA,1
1515200,"BLACK CRAPPIE",2009,"TAYLOR",57.5453291411386,192,1.288102083,1.067,NA,1
1515200,"BLACK CRAPPIE",2016,"TAYLOR",4.11970124398822,13,1.21788716,0.967,NA,1
1515200,"BLUEGILL",2009,"TAYLOR",57.5453291411386,192,1.288102083,1.067,NA,1
1515200,"BLUEGILL",2016,"TAYLOR",27.5827357798849,87,1.21788716,0.967,NA,1
1515200,"YELLOW PERCH",2009,"TAYLOR",0.602731554550313,2,1.288102083,1.067,NA,1
1515200,"YELLOW PERCH",2016,"TAYLOR",2.53520076553121,8,1.21788716,0.967,NA,1
1515400,"BLACK CRAPPIE",2009,"LINCOLN",1.21167683646712,22,7.013414477,6.8,NA,1
1515400,"BLUEGILL",2009,"LINCOLN",27.470888687288,499,7.013414477,6.8,NA,1
1515400,"YELLOW PERCH",2009,"LINCOLN",5.23195844259137,95,7.013414477,6.8,NA,1
1516000,"BLACK CRAPPIE",2015,"LINCOLN",1.13711210806915,11,3.74065342,3.433,NA,1
1516000,"BLUEGILL",2015,"LINCOLN",0.310686368324903,3,3.74065342,3.433,NA,1
1516000,"YELLOW PERCH",2015,"LINCOLN",11.1474268954975,108,3.74065342,3.433,NA,1
1517200,"BLUEGILL",2015,"ONEIDA",23.4506070811637,177,2.91422999,2.467,NA,1
1517200,"YELLOW PERCH",2015,"ONEIDA",0.528166826152336,4,2.91422999,2.467,NA,1
1517900,"BLACK CRAPPIE",2010,"ONEIDA",4.32475424708266,38,3.39268566,2.767,NA,1
1517900,"BLUEGILL",2010,"ONEIDA",22.6490362508855,199,3.39268566,2.767,NA,1
1517900,"YELLOW PERCH",2010,"ONEIDA",1.25517292803261,11,3.39268566,2.767,NA,1
1520900,"BLACK CRAPPIE",2011,"ONEIDA",0.51573937141934,5,3.728226,3.017,NA,1
1520900,"BLUEGILL",2011,"ONEIDA",2.37985758136876,23,3.728226,3.017,NA,1
1520900,"YELLOW PERCH",2011,"ONEIDA",0.310686368324903,3,3.728226,3.017,NA,1
1522400,"BLACK CRAPPIE",2009,"ONEIDA",0.198839275727938,1,1.93246381,1.767,NA,1
1522400,"BLACK CRAPPIE",2010,"ONEIDA",1.23653174593312,6,1.87654042,1.633,NA,1
1522400,"BLUEGILL",2009,"ONEIDA",39.5628021424932,198,1.93246381,1.767,NA,1
1522400,"BLUEGILL",2010,"ONEIDA",22.0152360595027,107,1.87654042,1.633,NA,1
1522400,"YELLOW PERCH",2001,"ONEIDA",1.77712602681845,30,6.5243955,4.117,NA,1
1522400,"YELLOW PERCH",2009,"ONEIDA",1.39808865746207,7,1.93246381,1.767,NA,1
1522400,"YELLOW PERCH",2010,"ONEIDA",0.205053003094436,1,1.87654042,1.633,NA,1
1522900,"BLACK CRAPPIE",2013,"ONEIDA",5.60478208458126,22,1.51614524,1.4,NA,1
1522900,"BLUEGILL",2013,"ONEIDA",65.7039531733506,258,1.51614524,1.4,NA,1
1522900,"YELLOW PERCH",2013,"ONEIDA",0.764288466079262,3,1.51614524,1.4,NA,1
1523000,"YELLOW PERCH",2001,"ONEIDA",8.89805758882523,53,2.2990727,1.583,NA,1
1523500,"BLACK CRAPPIE",2008,"ONEIDA",3.34919905054246,21,2.4233469,2.25,NA,1
1523500,"BLUEGILL",2008,"ONEIDA",11.4705407185554,72,2.4233469,2.25,NA,1
1523500,"YELLOW PERCH",2008,"ONEIDA",0.16155691152895,1,2.4233469,2.25,NA,1
1523600,"BLACK CRAPPIE",2000,"ONEIDA",0.509525644052842,20,15.1614524,NA,NA,1
1523600,"BLUEGILL",2000,"ONEIDA",1.88275939204891,74,15.1614524,NA,NA,1
1523600,"BLUEGILL",2015,"ONEIDA",1.65906520685498,30,6.98421004,5.567,NA,1
1523600,"YELLOW PERCH",2000,"ONEIDA",16.09355387923,632,15.1614524,NA,NA,1
1523600,"YELLOW PERCH",2015,"ONEIDA",1.6031416605565,29,6.98421004,5.567,NA,1
1527800,"BLACK CRAPPIE",2010,"ONEIDA",4.34960915654865,14,1.242742,1.117,NA,1
